"Address","Label","Category","Source","File","Status"
"0043FFB0","CEntities::ReleaseRuntimeEntryToFreeList","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0043FFB0_CEntities__ReleaseRuntimeEntryToFreeList.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0043FFB0_CEntities_ReleaseRuntimeEntryToFreeList.c","copied"
"004400C0","CEntities::ReleaseRuntimeEntryAndMarkDescriptorConsumed","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004400C0_CEntities__ReleaseRuntimeEntryAndMarkDescriptorConsumed.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004400C0_CEntities_ReleaseRuntimeEntryAndMarkDescriptorConsumed.c","copied"
"00440290","CEntities::UnlinkRuntimeEntryFromSpawnChain","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00440290_CEntities__UnlinkRuntimeEntryFromSpawnChain.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00440290_CEntities_UnlinkRuntimeEntryFromSpawnChain.c","copied"
"004402C0","CEntities::LinkRuntimeEntryIntoProcessingList","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004402C0_CEntities__LinkRuntimeEntryIntoProcessingList.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004402C0_CEntities_LinkRuntimeEntryIntoProcessingList.c","copied"
"004402E0","CEntities::UnlinkRuntimeEntryFromProcessingList","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004402E0_CEntities__UnlinkRuntimeEntryFromProcessingList.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004402E0_CEntities_UnlinkRuntimeEntryFromProcessingList.c","copied"
"00440330","CEntities::CreateRuntimeEntryAttachment","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00440330_CEntities__CreateRuntimeEntryAttachment.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00440330_CEntities_CreateRuntimeEntryAttachment.c","copied"
"00440510","CEntities::CreateSceneEntryScriptAttachment","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00440510_CEntities__CreateSceneEntryScriptAttachment.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00440510_CEntities_CreateSceneEntryScriptAttachment.c","copied"
"00440550","CEntities::CreateRuntimeMotionStateAttachment","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00440550_CEntities__CreateRuntimeMotionStateAttachment.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00440550_CEntities_CreateRuntimeMotionStateAttachment.c","copied"
"00440660","CEntities::InitRuntimeEntryAttachmentHeap","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00440660_CEntities__InitRuntimeEntryAttachmentHeap.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00440660_CEntities_InitRuntimeEntryAttachmentHeap.c","copied"
"004406F0","CEntities::AllocRuntimeEntryAttachment","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004406F0_CEntities__AllocRuntimeEntryAttachment.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004406F0_CEntities_AllocRuntimeEntryAttachment.c","copied"
"004407F0","CEntities::FreeRuntimeEntryAttachment","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004407F0_CEntities__FreeRuntimeEntryAttachment.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004407F0_CEntities_FreeRuntimeEntryAttachment.c","copied"
"00440900","CEntities::ReleaseRuntimeEntryAttachments","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00440900_CEntities__ReleaseRuntimeEntryAttachments.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00440900_CEntities_ReleaseRuntimeEntryAttachments.c","copied"
"00440940","CEntities::AcquireSceneEntryResourceSet","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00440940_CEntities__AcquireSceneEntryResourceSet.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00440940_CEntities_AcquireSceneEntryResourceSet.c","copied"
"00440990","CEntities::ReleaseSceneEntryResourceSet","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00440990_CEntities__ReleaseSceneEntryResourceSet.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00440990_CEntities_ReleaseSceneEntryResourceSet.c","copied"
"00441AF0","CEntities::SetSceneEntryScriptAttachment","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00441AF0_CEntities__SetSceneEntryScriptAttachment.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00441AF0_CEntities_SetSceneEntryScriptAttachment.c","copied"
"00441B60","CEntities::AdvanceScriptAttachmentSequence","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00441B60_CEntities__AdvanceScriptAttachmentSequence.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00441B60_CEntities_AdvanceScriptAttachmentSequence.c","copied"
"00441BF0","CEntities::SelectScriptAttachmentSequence","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00441BF0_CEntities__SelectScriptAttachmentSequence.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00441BF0_CEntities_SelectScriptAttachmentSequence.c","copied"
"00441C80","CEntities::UpdateScriptedSceneEntryAttachment","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00441C80_CEntities__UpdateScriptedSceneEntryAttachment.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00441C80_CEntities_UpdateScriptedSceneEntryAttachment.c","copied"
"00441CE0","CEntities::UpdateSceneEntryScript","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00441CE0_CEntities__UpdateSceneEntryScript.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00441CE0_CEntities_UpdateSceneEntryScript.c","copied"
"00442070","CEntities::PlayTimedScriptedSceneEntryEffect","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442070_CEntities__PlayTimedScriptedSceneEntryEffect.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442070_CEntities_PlayTimedScriptedSceneEntryEffect.c","copied"
"004424A0","CEntities::MoveSceneEntryAndSnapFacingAngles","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004424A0_CEntities__MoveSceneEntryAndSnapFacingAngles.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004424A0_CEntities_MoveSceneEntryAndSnapFacingAngles.c","copied"
"00442540","CEntities::MoveSceneEntryAndEaseFacingAngles","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442540_CEntities__MoveSceneEntryAndEaseFacingAngles.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442540_CEntities_MoveSceneEntryAndEaseFacingAngles.c","copied"
"00442650","CEntities::CheckSceneEntryCollisionDelta","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442650_CEntities__CheckSceneEntryCollisionDelta.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442650_CEntities_CheckSceneEntryCollisionDelta.c","copied"
"00442750","CEntities::CheckSceneEntryVerticalImpact","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442750_CEntities__CheckSceneEntryVerticalImpact.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442750_CEntities_CheckSceneEntryVerticalImpact.c","copied"
"004427D0","CEntities::GetSceneEntryVerticalCollisionDelta","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004427D0_CEntities__GetSceneEntryVerticalCollisionDelta.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004427D0_CEntities_GetSceneEntryVerticalCollisionDelta.c","copied"
"00442BA0","CEntities::GetSceneEntryCurrentLocalBounds","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442BA0_CEntities__GetSceneEntryCurrentLocalBounds.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442BA0_CEntities_GetSceneEntryCurrentLocalBounds.c","copied"
"00442BE0","CEntities::IsWorldPointInsideSceneEntryBounds","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442BE0_CEntities__IsWorldPointInsideSceneEntryBounds.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442BE0_CEntities_IsWorldPointInsideSceneEntryBounds.c","copied"
"00442D50","CEntities::ComputePlayerAttachmentPenetrationDepth","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00442D50_CEntities__ComputePlayerAttachmentPenetrationDepth.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00442D50_CEntities_ComputePlayerAttachmentPenetrationDepth.c","copied"
"00444580","CEntities::UpdateStreaming","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00444580_CEntities__UpdateStreaming.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00444580_CEntities_UpdateStreaming.c","copied"
"00444660","CEntities::Process","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00444660_CEntities__Process.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00444660_CEntities_Process.c","copied"
"004448B0","CEntities::ProcessRuntimeEntryDeathAndRelease","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004448B0_CEntities__ProcessRuntimeEntryDeathAndRelease.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004448B0_CEntities_ProcessRuntimeEntryDeathAndRelease.c","copied"
"00444AC0","CEntities::ReleaseSceneEntryAttachedSound","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00444AC0_CEntities__ReleaseSceneEntryAttachedSound.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00444AC0_CEntities_ReleaseSceneEntryAttachedSound.c","copied"
"004493F0","CEntities::CanStartPickupCollection","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004493F0_CEntities__CanStartPickupCollection.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004493F0_CEntities_CanStartPickupCollection.c","copied"
"00449490","CEntities::IsPlayerWithinPickupTriggerBounds","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00449490_CEntities__IsPlayerWithinPickupTriggerBounds.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00449490_CEntities_IsPlayerWithinPickupTriggerBounds.c","copied"
"004499F0","CEntities::InitUmbrellaPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004499F0_CEntities__InitUmbrellaPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004499F0_CEntities_InitUmbrellaPickup.c","copied"
"00449B20","CEntities::UpdateUmbrellaPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00449B20_CEntities_UpdateUmbrellaPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00449B20_CEntities_UpdateUmbrellaPickup.c","copied"
"00449D00","CEntities::InitCheckpointPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00449D00_CEntities__InitCheckpointPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00449D00_CEntities_InitCheckpointPickup.c","copied"
"00449E80","CEntities::UpdateCheckpointPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00449E80_CEntities__UpdateCheckpointPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00449E80_CEntities_UpdateCheckpointPickup.c","copied"
"0044A1A0","CEntities::InitSketchPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A1A0_CEntities__InitSketchPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A1A0_CEntities_InitSketchPickup.c","copied"
"0044A230","CEntities::UpdateSketchPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A230_CEntities__UpdateSketchPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A230_CEntities_UpdateSketchPickup.c","copied"
"0044A350","CEntities::InitTokenPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A350_CEntities__InitTokenPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A350_CEntities_InitTokenPickup.c","copied"
"0044A420","CEntities::UpdateTokenPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A420_CEntities__UpdateTokenPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A420_CEntities_UpdateTokenPickup.c","copied"
"0044A520","CEntities::InitBananaPickup","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0044A520_CEntities__InitBananaPickup.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0044A520_CEntities_InitBananaPickup.c","copied"
