"Address","Label","Category","Source","File","Status"
"00430110","CEntities::HandleAnimalScriptEvent","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00430110_CEntities__HandleAnimalScriptEvent.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00430110_CEntities_HandleAnimalScriptEvent.c","copied"
"004301E0","CEntities::MoveAnimalFromRuntimeFlagsAndCheckCollision","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004301E0_CEntities__MoveAnimalFromRuntimeFlagsAndCheckCollision.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004301E0_CEntities_MoveAnimalFromRuntimeFlagsAndCheckCollision.c","copied"
"004302C0","CEntities::RefreshAnimalFacingAndCollisionAfterTurn","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004302C0_CEntities__RefreshAnimalFacingAndCollisionAfterTurn.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004302C0_CEntities_RefreshAnimalFacingAndCollisionAfterTurn.c","copied"
"00430630","CEntities::OrientSceneEntryToAdjacentJungleSurfaceSegment","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00430630_CEntities__OrientSceneEntryToAdjacentJungleSurfaceSegment.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00430630_CEntities_OrientSceneEntryToAdjacentJungleSurfaceSegment.c","copied"
"00430710","CEntities::ComputeSceneEntryDataDistance3D","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00430710_CEntities__ComputeSceneEntryDataDistance3D.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00430710_CEntities_ComputeSceneEntryDataDistance3D.c","copied"
"00430870","CEntities::UpdateThrowableFromNPC","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00430870_CEntities__UpdateThrowableFromNPC.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00430870_CEntities_UpdateThrowableFromNPC.c","copied"
"00430D20","CEntities::CountRuntimeEntriesOfTypeInList","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00430D20_CEntities__CountRuntimeEntriesOfTypeInList.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00430D20_CEntities_CountRuntimeEntriesOfTypeInList.c","copied"
"00431290","CEntities::ApplyAnimalRenderVariant","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00431290_CEntities__ApplyAnimalRenderVariant.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00431290_CEntities_ApplyAnimalRenderVariant.c","copied"
"00431400","CEntities::IsSceneEntryWithinCameraYawWindow","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00431400_CEntities__IsSceneEntryWithinCameraYawWindow.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00431400_CEntities_IsSceneEntryWithinCameraYawWindow.c","copied"
"00431900","CEntities::ResetRandomAmbientSoundCountdown","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00431900_CEntities__ResetRandomAmbientSoundCountdown.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00431900_CEntities_ResetRandomAmbientSoundCountdown.c","copied"
"00431910","CEntities::UpdateRandomAmbientSoundCue","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00431910_CEntities__UpdateRandomAmbientSoundCue.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00431910_CEntities_UpdateRandomAmbientSoundCue.c","copied"
"00436170","CEntities::InitPlayerSceneCopyForFatalSequence","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00436170_CEntities__InitPlayerSceneCopyForFatalSequence.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00436170_CEntities_InitPlayerSceneCopyForFatalSequence.c","copied"
"004361A0","CEntities::UpdatePlayerSceneCopyForFatalSequence","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\004361A0_CEntities__UpdatePlayerSceneCopyForFatalSequence.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\004361A0_CEntities_UpdatePlayerSceneCopyForFatalSequence.c","copied"
"00436A80","CEntities::CheckPlayerDamageContact","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00436A80_CEntities__CheckPlayerDamageContact.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00436A80_CEntities_CheckPlayerDamageContact.c","copied"
"00436CA0","CEntities::ComputeSignedPlayerFacingDistanceXZ","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\00436CA0_CEntities__ComputeSignedPlayerFacingDistanceXZ.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\00436CA0_CEntities_ComputeSignedPlayerFacingDistanceXZ.c","copied"
"0043FC90","CEntities::SpawnRuntimeEntryByTypeAtPosition","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0043FC90_CEntities__SpawnRuntimeEntryByTypeAtPosition.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0043FC90_CEntities_SpawnRuntimeEntryByTypeAtPosition.c","copied"
"0043FFB0","CEntities::ReleaseRuntimeEntryToFreeList","CEntities","C:\Users\Proxi\TarzanREVERSEDCodex\ghidra_export\decomp\0043FFB0_CEntities__ReleaseRuntimeEntryToFreeList.c","C:\Users\Proxi\TarzanREVERSEDCodex\Entities\0043FFB0_CEntities_ReleaseRuntimeEntryToFreeList.c","copied"
